id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,exp_length,quantile
b1d8c511-8f3e-472e-ba33-aac4f1d6d71f,What happens in hyperophy?,Increase in cell number,Increase in cell size,Decrease in cell number,Decrease in cell size,1,single,"Hyperophy is an increase in the size of cells resulting in an increase in the size of the organ.Hyperplasia is characterized by an increase in cell number because of the proliferation of differentiated cells and replacement by tissue stem cells.Shrinkage in the size of the cell by the loss of cell substance is known as atrophy.Metaplasia is a reversible change in which one adult cell type (epithelial or mesenchymal) is replaced by another adult cell type( Robbins Basic Pathology, 9th edition, page 3 )",Pathology,General pathology,506,1
abfc4bcb-9f38-4aa8-a4c7-0217ba6d52e6,Which of the following is not a biovar of diphtheria,Gravis,Intermedius,Belfanti,Meningitidis,3,single,Mcleod classification of Corynebacterium:FeaturesC.gravisC.intermediusC.mitisColony on tellurite blood agar Daisy head colovy Frog's egg colony Poached egg colony Hemolysis Variable Non hemolytic Hemolytic Glycogen & starch fermentation Positive Negative Negative Complication Paralytic & Hemorrhagic Hemorrhagic Obstruction lesion in air passage On broth medium Forms pellicle & granular deposits Granular deposits Diffuse turbidity Fouh biotype - C.belfanti,Pathology,All India exam,459,1
5c2078d6-7ad5-4185-9258-c16efb1ce3d3,Secondary healing mechanism is?,Granuloma formation,Scab formation,Granulation tissue,Neovascularization,2,single,"2deg healing involves recruitment of macrophages, fibroblasts & new blood vessels. COLLECTIVELY K/A - GRANULATION TISSUE Other options:- A - granuloma formation is seen in any condition associated with CHRONIC INFLAMMATION e.g. TB B - scab formation is non - specific used for drying up of secretions after injury D - neo-vascularization is one of the components of granulation tissue",Pathology,FMGE 2018,384,1
e4599a75-58ec-466b-992b-9027e51cf631,The most indicative test for prostate cancer is:,A thorough digital rectal examination,Magnetic resonance imaging (MRI),Excretory urography,Prostate-specific antigen,3,single,"An elevated prostate-specific antigen level indicates prostate cancer, but it can be falsely elevated if done after the prostate gland is manipulated.

Option A: A digital rectal examination should be done as part of the yearly screening, and then the antigen test is done if the digital exam suggests cancer.
Option B: MRI is used in staging the cancer.",Pathology,,354,1
3698b028-47d4-4ea3-ab28-c714aac6746a,Nitroblue tetrazolium test is used for?,Phagocytes,Complement,T cell,B cell,0,single,"Ans. (a) Phagocytes(Ref Robbins 9th/pg 238; 8th/pg 55)DiagnosisNitroblue-tetrazolium (NBT) test: Most widely known test for chronic granulomatous disease.#Depends upon direct reduction of NBT in phagocytes by superoxide free radical to form an insoluble formazan Q#This test tells whether or not PHOX enzymes are present, not how much they are affected Q",Pathology,Immunity,354,1
cc18a0ee-49b0-45cd-ac18-8c7d8de3768e,Which among the following is ANCA negative?,Wegener's granulomatosis,Microscopic polyangitis,Polyarteritis nodosa,Churg-Strauss syndrome,2,single,"Ans: c (PAN) Ref: Robbins, 7th ed, p. 539 & Harrison, 16th ed, p. 2002""PAN has no association with ANCA""More about PAN:* Vasculitis of medium sized/small muscular arteries sparing pulmonary circulation* Characteristic -- All stages of inflammation coexist in different vessels.Microaneurysms (< 1 cm) - but not pathognomonic* 30% patients have hepatitis B Ag in their serum* MC organ system involved -- musculoskeletal > renal* MC cause of death -- gastrointestinal* Involvement of venules is suggestive of microscopic polyangitis",Pathology,Blood Vessels,530,1
d829e614-e8bf-4652-b316-772630edff79,"About Wolf-Parkinson-White (WPW) syndrome, which is wrong?",There is a risk of ventricular tachycardia,Presentation may be with hydrops foetalis,Type a is seen in association with Ebstein's anomaly,Flecainide reduces the recurrence risk of tachycardias,2,single,Wolf-Parkinson-White(WPW) syndrome is a congenital condition resulting from an abnormal connection between the atria and ventricles. The ECG has a sho PR interval. Wide QRS complexes and a delta wave. There are two types: (a) and (b). Type b associated with Ebsteins. Presentation may be with hydrops foetalis or intra-uterine death if there is in-utero tachycardia. Flecanide can be used to stop the tachycardia and to reduce the risk of recurrence of tachycardia.,Pathology,All India exam,465,1
4855ef4f-f6e7-4692-a765-a2de6c54a3c6,Aphthous ulcers known as,Canker sores,Marjolin's ulcer,Curling's ulcer,Cushing ulcers,0,single,"(Canker sores) (554,114, 211, 564, HM) (580- Basic pathology 8th)* Aphthous ulcers (Canker sores) - Commonest form of painful oral ulcers* In shock due to burns, acute stress ulcers of the stomach or duodenum may occurs and are known as Curling's ulcer* Squamous cell carcinoma developing in an old bum scar (Marjolin's ulcer)* Intra cranial lesion e.g. Head injury (Cushing ulcers developing from hyper acidity following vagal stimulation)",Pathology,G.I.T.,440,1
a033d327-ee42-4b00-a242-2e3a9d15edcf,Which of the following is an endogenous cellular chemotactic factor?,Prostaglandins,Prostacyclins,Thromboxane,Leukotrienes,3,single,"There are both exogenous and endogenous chemo attractant paicipate in chemotaxis. Exogenous chemotaxins include bacterial oligopeptides of the FMLP type, lectins, denutured proteins, some lipids and lipopolysaccharides. Endogenous chemotaxins are produced by the host organism and are of humoral (complement fragment C5a, C5desArg and Ba, fibrinopeptides, kallikrein and plasminogen activator) or cellular type (from different cells - LTB4, PAF, chemotactic cytokines etc.)",Pathology,,473,1
5c0224b9-aee9-4619-a374-9e52569ef5d0,A patient has been hospitalized with pneumonia and is about to be discharged. A nurse provides discharge instructions to a patient and his family. Which misunderstanding by the family indicates the need for more detailed information?,The patient may resume normal home activities as tolerated but should avoid physical exertion and get adequate rest.,"The patient should resume a normal diet with emphasis on nutritious, healthy foods.",The patient may discontinue the prescribed course of oral antibiotics once the symptoms have completely resolved.,The patient should continue use of the incentive spirometer to keep airways open and free of secretions.,2,single,"It is always critical that patients being discharged from the hospital take prescribed medications as instructed. In the case of antibiotics, a full course must be completed even after symptoms have resolved to prevent incomplete eradication of the organism and recurrence of infection. The patient should resume normal activities as tolerated, as well as a nutritious diet. Continued use of the incentive spirometer after discharge will speed recovery and improve lung function.",Pathology,,479,1
6ad1ed6d-5a6c-4192-b5a2-599868352c28,Investigation to distinguish between pregnancy acquired hemophilia A and lupus anticoagulant?,Factor 8 assay,dRVVT,von Willlebrand Factor assay,aPTT,1,single,"In some cases of pregnancy there is antibody formation against the clotting factors, paicularly against factor 8. Dilute Russell's viper venom time- -In-vitro diagnostic test is based on the ability of the venom of the Russell's viper to induce thrombosis. -The venom contains some substances (RVV-V and RVV-X) which directly activate factor V and factor X which turns prothrombin into thrombin in the presence of phospholipid and calcium. -This makes the test sensitive to the presence of lupus anticoagulants, because these antibodies interfere with the clot-promoting role of phospholipid in vitro, and their presence results in a prolonged clotting time. NOTE - the dilute Russell's viper venom test and the hexagonal-phase phospholipids test will be Negative in patients with an acquired inhibitor and Positive in patients with lupus anticoagulants.",Pathology,Bleeding disorder,854,2
17db0828-b126-41dd-a8d9-28802c614829,Caspases are involved in -,Apoptosis,Pinocytosis,Cell signaling,Cell injury,0,single,"Ans. is 'a' i.e., Apoptosis o Caspases and endonuclease cause chromatin fragmentation in apoptosis,o They are inactive, so first they should be activated,o Cytochrome 'c' binds with Apaf-1 and this complex activates caspases.o Caspases cause fragmentation of chromatin and also activate endonuclease.About option 'b'o Though Apaf-1 helps in activation of caspases, it has no role in chromatin fragmentation and It does not have two seprate forms active or inactive. It just forms complex with cytochrome 'C' to activate caspases.Neet Points about Apoptosiso Mitochondrion is the critical organelle required for apoptosis.o Chromatin condensation is the most characteristic feature.o Cell shrinkage is seen.o Gel electrophoresis demonstrates 'step ladder pattern'.o Annexin V is the marker for apoptosis.o CD 95 is the molecular marker for apoptosis.",Pathology,Apoptosis,849,2
447cd9d9-09dc-4b37-abdf-19ef0d3f747e,"A 58-year-old woman undergoes routine colonoscopy. A 2-cm submucosal nodule is identified in the appendix. Biopsy of the nodule shows nests of cells with round, uniform nuclei. Electron microscopy reveals numerous neuroendocrine granules in the cytoplasm. This patient's neoplastic disease is associated with which of the following clinical features?",Congestive hea failure,Flushing and wheezing,Muscular dystrophy,Progressive systemic sclerosis,1,single,"Patient is having carcinoid syndrome Carcinoid syndrome is a systemic paraneoplastic disease caused by the release of hormones from carcinoid tumors ( neuroendocrine granules) into venous blood. M/c site : GIT > Bronchus Symptoms:- Flushing Bronchial wheezing Watery diarrhea Abdominal colic are caused by the release of serotonin, bradykinin, and histamine. Histology : nests of cells with round, uniform nuclei Immunohistochemical (IHC) markers for carcinoid tumors: Neuron-specific enolase Synaptophysin Chromogranin A Leu 7 The other choices are not associated with this paraneoplastic syndrome.",Pathology,General Concepts,599,2
d620206f-3962-4547-adcd-f3e36de4c924,Carcinoid tumor develops from-,Enterochromaffin cells,Neuroectoderm,J cells,Goblet cells,0,single,"Ref:Textbook of pathology (Harsh mohan) 6th edition,page no.503 Neuroendocrine tumours of the lung represent a continuum spectrum of lung tumours with progressively increasing aggressiveness which include: typical carcinoid (least aggressive), atypical carcinoid, and large cell endocrine carcinoma, and also small cell carcinoma (most aggressive). All these tumours arise from neuroendocrine (Kulchitsky/Enterochromaffin cells) cells of bronchial mucosa. Formerly, bronchial carcinoids used to be classified as 'bronchial adenomas' but now it is known that they are locally invasive and have the capacity to metastasise. Bronchial carcinoids tend to occur at a younger age than bronchogenic carcinoma, often appearing below the age of 40 years, and are not related to cigarette smoking.",Pathology,Respiratory system,787,2
c9d9b193-532c-4baa-a97e-837d2625dbcd,ADAMTS13 defeciency is associated with which disease:,ITP,TTP,HUS,PNH,1,single,"The deficiency of ADAMTS13 can be inherited or acquired. In the acquired form, an autoantibody that inhibits the metalloprotease activity of ADAMTS13 is present. Less commonly, patients inherit an inactivating mutation in ADAMTS13. In those with hereditary ADAMTS13 deficiency, the onset is often delayed until adolescence and the symptoms are episodic. Thus, factors other than ADAMTS13 (e.g., some superimposed vascular injury or prothrombotic state) must be involved in triggering full-blown TTP. In contrast, HUS is associated with normal levels of ADAMTS13 and is initiated by several other distinct defects Ref: Robbins 8th edition Chapter 14.",Pathology,,649,2
18ab94a6-64fb-4bff-82b3-27ab2a8ecbf9,A decrease in cerebral blood flow to zero causes death of brain tissue within,4 -- 10 minutes,20 -- 30 minutes,50 -- 60 minutes,80 -- 90 minutes,0,single,"(A) 4-10 minutes # Decrease in cerebral blood flow to zero causes death of brain tissue within 4-10 minutes;> Values <16-18 mL/100 g tissue per minute cause infarction within an hour; and> Values <20 mL/100 g tissue per minute cause ischemia without infarction unless prolonged for several hours or days.> If blood flow is restored prior to a significant amount of cell death, the patient may experience only transient symptoms, and the clinical syndrome is called a TIA.> Tissue surrounding the core region of infarction is ischemic but reversibly dysfunctional and is referred to as the ischemic penumbra.> The penumbra may be imaged by using perfusion-diffusion imaging with MRI or CT",Pathology,Misc.,687,2
e01a81ae-197e-43bd-ac19-a2d838ed176a,Which one of the following disorders is autosomal recessive?,Tay-Sachs disease,Adult polycystic kidney disease,Marfan syndrome,Familial hypercholesterolemia,0,single,"Mutations involving single genes follow one of three patterns of inheritance: autosomal dominant, autosomal recessive, or X-linked. Autosomal Dominant Inheritance Familial hypercholesterolemia Huntington disease Marfan syndrome Ehlers-Danlos syndrome Hereditary spherocytosis Neurofibromatosis, type 1 Adult polycystic kidney disease Autosomal Recessive Inheritance Cystic fibrosis Phenylketonuria Tay-Sachs disease Severe combined immunodeficiency a- and b-Thalassemias Sickle cell anemia Mucopolysaccharidoses--all types Glycogen storage diseases--all types Galactosemia X-linked Recessive Inheritance Hemophilia A Duchenne/Becker muscular dystrophy Fragile X syndrome (Robbins Basic Pathology,9th edition,pg no. 219)",Pathology,General pathology,719,2
d8136458-eebb-4626-9689-c7b9810d9bda,An example for non-dividing/Permanent cell is,Hepatocyte,Lymphocyte,Respiratory epithelium,Neuron,3,single,"Permanent cells are cells that are incapable of regeneration. These cells are considered to be terminally differentiated and non proliferative in postnatal life. This includes brain cells, neurons, hea cells, skeletal muscle cells, and red blood cells.Although these cells are considered permanent in that they neither reproduce nor transform into other cells, this does not mean that the body can not create new versions of these cells. For instance, structures in the bone marrow produce new red blood cells constantly, while skeletal muscle damage can be repaired by underlying satellite cells which fuse to become a new skeletal muscle cell.nenrons are examples of permanent cells ..these cells cannot divide in the post natal life Ref Robbins 9/e refer the chapter inflammation and repair .",Pathology,General pathology,795,2
b54daf8d-e44d-4456-bedd-4e442221c4a3,Blood when stored at 4degC can be kept for ?,7 days,14 days,21 days,28 days,2,single,"Ans. is `c' i.e., 21 days The recommend temperature for storage of blood is 1-6degC. Actually blood can be stored for more than 21 days, depending upon the type of additive used. ""Routine blood storage is limited to 21 days at 1-6degC when treated with acid-citrate-dextrose (ACD) or citratephosphate-dextrose (CPD); and 35 days when treated with citrate-phosposphate-dextrose-adenine (CPD-A); and 42 days when treated with saline-adenine-glucose-mannital (SAG-M)"" So, correct answer of this question can be: 21 days (we have only this one in the options) 35 days 42 days (This is the best answer because SAG-M is the routinly used additive these days). Platelets are stored at 20-24degC for 3-5 days",Pathology,,700,2
bf0c51b1-81b2-4ddb-9203-7cce1d129812,Visceral aneurysm is most commonly seen in,Splenic,Renal,Hepatic,Coronary,0,single,"Splenic Aery Aneurysm The splenic aery is a blood vessel that supplies blood to the spleen. The spleen is an organ involved in regulating the immune system. Aneurysms of the splenic aery are the third most common type of aneurysm, but their prevalence is still low. Their overall incidence is about .1 percent. Splenic Aery Aneurysm Risk Factors Splenic aery aneurysms are more common in women than men, and these are also noted to occur in younger patients with an average age of 52 years. Other risk factors include: Lupus Multiple pregnancies Pancreatitis Polyaeritis nodosa Poal hypeension Trauma Splenic Aery Disease Symptoms",Pathology,Cardiovascular system,630,2
0b86db79-943d-4699-8a53-0d5b8e396007,Hyperacute graft rejection occurs after how much time?,12 hours,2 weeks,1 month,3 months,0,single,"Ans. a. 12 hoursRef: Robbins and Cotran Pathologic Basis of Disease 9th Ed; Page No. 233Hyperacute Graft RejectionOccurs within minutes to hoursDue to preformed antibodies due to transfusions, multiparity, or previous organ transplants (type II cytotoxic hypersensitivity)Antibodies bind to the grafted tissue and activate complement and the clotting cascade resulting in thrombosis and ischemic necrosisRare because of cross-matching blood, but common vignette.Acute Graft RejectionOccurs within days to weeks; the timing and mechanism are similar to a primary immune responseInduced by alloantigens (predominantly MHC) in the graftBoth CD4 and CD8 T cells play a role as well as antibodies (think normal immune response)Immunosuppressive therapy works to prevent this type of graft rejection mainly.Accelerated Acute Graft RejectionOccurs within days; the timing and mechanism are similar to a memory response.Chronic Graft RejectionOccurs within months to yearsPredominantly T cell mediatedDifficult to treat and usually results in graft rejectionEtiology not well understood, possibly triggered by viral infections",Pathology,Immunity,1118,3
c2120448-bd3b-4d8f-8963-e92e68ac69e1,"A 36-year-old, alcoholic woman presents with a 1-week history of yellow skin and sclerae. She has suffered persistent headaches. Her vital signs are normal. Physical examination reveals jaundice. Laboratory studies disclose markedly elevated levels of AST and ALT (956 and 1,400 U/L, respectively). A few days later, she develops hepatic encephalopathy and renal failure. A liver biopsy shows prominent centrilobular necrosis. Which of the following is the most likely diagnosis?",Acetaminophen toxicity,Fatty liver of pregnancy,Metastatic carcinoma,Reye syndrome,0,single,"Drug toxicity should be suspected in all cases of acute hepatitis. In this case, centrilobular necrosis suggests acetaminophen toxicity. The toxic dose of acetaminophen after a single acute ingestion is in the range of 150mg/kg in children and 7 g in adults. Acetaminophen is rapidly absorbed from the stomach and small intestine and conjugated in the liver to nontoxic agents, which then are eliminated in the urine. In cases of acute overdose, normal pathways of acetaminophen metabolism become saturated. Excess acetaminophen is then metabolized in the liver via the mixed function oxidase P450 system, yielding oxidative metabolites that cause predictable, hepatocellular necrosis. The centrilobular zones are particularly affected (centrilobular necrosis). Centrilobular necrosis is not seen in the other choices. Reye syndrome (choice D) occurs in children. Fatty liver of pregnancy (choice B) features micro vesicular steatosis.Diagnosis: Acetaminophen toxicity, hepatorenal syndrome",Pathology,Liver & Biliary Tract,990,3
379dd9ca-12ef-41e9-bf5b-c1e29171da32,Disseminated intravascular coagulation (DIC) differs from thrombotic thrombocytopenic purpura. In this reference the DIC is most likely characterized by-,Significant numbers of schistocytes,A brisk reticulocytosis,Decreased coagulation factor levels,Significant thrombocytopenia,2,single,"Ans. is 'c' i.e., Decreased coagulation factor levels DIC is characterized by excessive activation of the coagulation system. That leads to formation of microthrombi throughout the microcirculation of the body, often in a quixotically even distribution. o As a consequence of the thrombotic diathesis, there is consumption of platelets, fibrin and coagulation factors_and secondary activation of fibrinolytic mechanism. o Thus DIC can present with signs and symptoms relating to tissue hypoxia and infarction caused by the myriad microthrombi or as a hemorrhagic disorder related to depletion of elements required for homeostasis, hence the term consumption coagulopathy is used to describe D.I.C. o DIC can also lead to hemolytic anemia. It occurs due to fragmentation of red cells as they try to squeeze through the narrowed microvasculature. Schistocytes, the cells characteristic of microangiopathic hemolytic anemia are quiet common in patients with D. I.0 (seen in 50%) of cause. o Like D.I.C., TT.P too, is characterized by widespread thrombosis and similar to D.I.C, the disseminated thrombosis leads to microangiopathic hemolytic anemia. But the point to emphasize is that in TT.P the thrombus is a platelet thrombi i.e. the thrombi is composed mainly of platelets aggregates so quite unlike D.I.C. the level of coagulation factors remain normal. Robbins' States ""While D.I.C. and thrombotic microangiopathies share features such as microvascular occlusion and microangiopathic hemolytic anemia, they are pathogenetically distinct. In T. and HUS (unlike DIC), activation of the coagulation cascade is not of primary impoant, and hence results of laboratory tests of coagulation such as PT and PTT are usually normal.""",Pathology,,1726,3
9d58590d-90af-4a7d-8867-da7f7fb14d08,A 50 year old man presents at an emergency room because of several hours of progressively increasing chest pain that no longer responds to sublingual nitroglycerin. This type of angina is thought to be due to which of the following conditions?,Atherosclerosis alone,Coronary aery embolism,Coronary aery spasm,Thrombosis with or without underlying atherosclerosis,3,single,"The patient has unstable or crescendo angina, which is thought to be due to a slowly developing thrombosis in a coronary aery branch. The thrombosis may or may not occur over an area of the vessel involved by atherosclerotic plaque. Thrombolytic agents are paicularly helpful in this type of patient. Atherosclerosis alone usually causes stable angina occurring with exeion. Coronary aery embolism is uncommon, but can occur if a plaque at the aoic orifice fragments and is driven into a coronary aery. Coronary aery spasm is thought to cause angina at rest (Prinzmetal's angina). This type of angina is typically severe, but does not have a crescendo pattern, and often occurs in younger patients. Ref: Wyatt C., Butterwoh IV J.F., Moos P.J., Mackey D.C., Brown T.G. (2008). Chapter 10. Cardiac Pathology. In C. Wyatt, J.F. Butterwoh IV, P.J. Moos, D.C. Mackey, T.G. Brown (Eds), Pathology: The Big Picture.",Pathology,,908,3
0c381920-1397-4043-ad88-f9686c751d52,Which is the BEST site for taking biopsy in a case of viral oesophagitis?,Edge of ulcer,Base of ulcer,Adjacent indurated area around ulcer,Surrounding normal mucosa,0,single,"The best place to take biopsy is from within the the squamous mucosa at the edges of the ulcer and in sloughed cells within the exudate. HSV esophagitis: Esophagus is the most common site of GI herpes infection. HSV infection is commonly seen in immunocompromised patients, including those with underlying lymphoma, leukemia and AIDS, transplant recipients and burn victims. It commonly involves the middle and distal thirds of the esophagus. Microscopically, the characteristic feature of herpetic infection occur in the squamous epithelium at the margin of the ulcers or erosions. The 2 types of viral inclusions present in HSV infection are: homogenous or smudge cells and acidophilic inclusions with a surrounding clear halo and peripheral chromatin migration(Cowdry type A). Ref: Morson and Dawson's Gastrointestinal Pathology edited by Neil A. Shepherd, page 27.",Pathology,,868,3
7171551c-b444-47dc-9ee4-de6fd0a4d928,Nearly 20% of normal tensile strength of tissue at the site of wound is gained after: September 2008,1 week of wound healing,2 weeks of wound healing,3 weeks of wound healing,4 weeks of wound healing,2,single,"Ans. C: 3 weeks of wound healing When tissue is damaged, platelets adhere to exposed matrix integrins that bind to collagen and laminin. Blood coagulation produces thrombin, which promotes platelet aggregation and granule release. The platelet granules generate an inflammatory response. White blood cells are attracted by selections and bind to integrins on endothelial cells, leading to their extravasation through the blood vessel walls. Cytokines released by the white blood cells and platelets up-regulate integrins on macrophages, which migrate to the area of injury, and on fibroblasts and epithelial cells, which mediate wound healing and scar formation. Plasmin aids healing by removing excess fibrin. This aids the migration of keratinocytes into the wound to restore the epithelium under the scab. Collagen proliferates, producing the scar. Wounds gain 20% of their ultimate strength in 3 weeks and later gain more strength, but they never reach more than about 70% of the strength of normal skin.",Pathology,,1008,3
5f3ebdb5-824e-4e26-baed-a5e8078bd6cf,Which of the following feature distinguishes Crohn's disease from Ulcerative colitis ?,Transmural involvement,Presence of polyps,Mucosal edema,Lymphocyte infiltrate,0,single,"- Crohn's disease is associated with transmural inflammation whereas only superficial layers are involved in ulcerative colitis. Feature Crohn Disease Ulcerative Colitis Macroscopic Bowel region involved Any site of GIT Colon only Distribution Skip lesions Diffuse Stricture Yes Rare Wall appearance Thick Thin Microscopic Inflammation Transmural Limited to mucosa, submucosa Pseudopolyps may/ may not be present Markedly present Ulcers Deep, knife-like Superficial, broad-based Lymphoid reaction Marked Moderate Fibrosis Marked Mild to none Serositis Marked Mild to none Granulomas Yes ( 35%) No Fistulae/sinuses Yes No Clinical Perianal fistula Yes (in colonic disease) No Fat/vitamin malabsorption Yes No Malignant potential With colonic involvment yes Yes Recurrence after surgery Common No Toxic megacolon No Yes All feature may not be present in a single case. TRUE LOVE CLASSIFICATION OF UC.",Pathology,NEET 2019,898,3
0593c2e0-741a-4350-a5ab-1a610056af6a,"A 16-year-old girl has had frequent nosebleeds since childhood. Her gums bleed easily, even with routine tooth brushing. She has experienced menorrhagia since menarche at age 13 years. On physical examination, there are no abnormal findings. Laboratory studies show hemoglobin, 14.1 g/dL; hematocrit, 42.5%; MCV, 90 mm3; platelet count, 277,400/ mm3; and WBC count, 5920/ mm3. Her platelets fail to aggregate in response to ADP, collagen, epinephrine, and thrombin. The ristocetin agglutination test result is normal. There is a deficiency of glycoprotein IIb/IIIa. Prothrombin time is 12 seconds, and partial thromboplastin time is 28 seconds. What is the most likely diagnosis?",Disseminated intravascular coagulation,Glanzmann thrombasthenia,Immune thrombocytopenic purpura,Vitamin C deficiency,1,single,"Glanzmann thrombasthenia is a rare autosomal recessive disorder with defective platelet aggregation from deficiency or dysfunction of glycoprotein IIb/IIIa. The platelet aggregation studies described here are characteristic of this disorder. Disseminated intravascular coagulation results in the consumption of all coagulation factors and platelets, so the prothrombin time and partial thromboplastin time are elevated with thrombocytopenia. Immune thrombocytopenic purpura is caused by antibodies to platelet membrane glycoproteins IIb/IIIa or Ib/IX. Scurvy resulting from vitamin C deficiency causes bleeding into soft tissues and skin from increased capillary fragility, but platelet number and function are normal. Von Willebrand disease is one of the most common bleeding disorders and results from qualitative or quantitative defects in von Willebrand factor.",Pathology,Blood,865,3
